age,state,education_level,employment_type,employment_stability_months,monthly_income,monthly_rent,monthly_cashflow,rent_payment_consistency,utility_payment_consistency,phone_payment_consistency,insurance_payment_consistency,num_subscriptions,subscription_payment_consistency,minimum_bank_balance,monthly_savings,savings_goal_completion_rate,p2p_monthly_volume,risky_p2p_ratio,monthly_overdrafts,credit_score,loan_approval
58,OH,high_school,unemployed,1,4514,2257,1882,0.772,0.922,0.944,0.968,5,0.787,366,527,0.588,338,0.164,2,556,No
55,OH,some_college,unemployed,0,3917,1958,1089,0.54,0.56,0.6,0.643,1,0.584,709,317,0.612,23,0.127,2,524,No
52,NY,bachelors,unemployed,0,4629,2314,1135,0.761,0.873,0.885,0.827,5,0.562,1016,268,0.348,183,0.236,2,554,No
61,IL,bachelors,unemployed,1,4045,2022,1901,0.888,0.945,0.983,0.968,6,0.627,842,176,0.133,463,0.041,2,569,No
53,WI,some_college,unemployed,3,4084,2042,1175,0.871,0.841,0.875,0.882,4,0.513,890,191,0.451,141,0.041,1,573,No
61,IN,graduate,unemployed,1,3880,1940,1701,0.842,0.698,0.65,0.954,8,0.551,379,418,0.653,199,0.037,2,556,No
60,IL,high_school,unemployed,2,5147,2573,1996,0.503,0.582,0.6,0.563,0,0.804,906,278,0.527,325,0.187,1,561,No
51,OH,bachelors,gig,6,6054,1086,4811,0.596,0.625,0.6,0.5,6,0.526,1692,764,0.476,707,0.165,0,583,No
53,NJ,high_school,gig,2,5645,1101,4041,0.592,0.51,0.6,0.5,2,0.668,996,1326,0.606,911,0.229,1,534,No
52,WI,high_school,gig,10,5911,765,4701,0.666,0.584,0.6,0.5,4,0.579,1078,978,0.168,619,0.265,0,555,No
61,GA,high_school,gig,5,6774,1108,4816,0.53,0.627,0.676,0.5,6,0.716,796,964,0.352,400,0.099,0,543,No
63,PA,some_college,gig,7,8116,538,7085,0.853,0.909,0.86,0.795,5,0.863,2148,1763,0.655,1163,0.064,0,634,Yes
56,VA,some_college,gig,2,7751,645,5898,0.571,0.621,0.669,0.5,6,0.647,2254,1015,0.13,1417,0.284,0,541,No
55,CA,some_college,gig,2,6570,871,4671,0.853,0.839,0.762,1.0,1,0.7,843,1207,0.792,1332,0.081,1,595,No
53,OH,graduate,gig,4,7058,1019,5206,0.828,0.802,0.891,0.783,7,0.966,1736,764,0.518,535,0.205,0,602,No
61,TN,graduate,gig,10,7470,1025,5950,0.764,0.731,0.657,0.874,8,0.704,1037,1922,0.4,476,0.062,1,602,No
62,MA,high_school,gig,6,7753,538,6770,0.5,0.543,0.614,0.5,7,0.56,1653,796,0.449,579,0.187,1,563,No
56,NY,graduate,gig,9,7230,526,6378,0.818,0.832,0.763,0.802,5,0.987,940,684,0.166,1803,0.055,0,618,No
52,CA,high_school,part_time,20,6756,1197,5476,0.726,0.69,0.6,0.728,5,0.808,1514,807,0.434,925,0.158,1,619,Yes
51,OH,high_school,part_time,9,7234,982,5617,0.522,0.583,0.6,0.5,7,0.868,1907,1910,0.821,160,0.055,1,603,No
53,MD,bachelors,part_time,10,6459,940,5430,0.833,0.894,0.952,0.782,2,0.796,844,1835,0.655,301,0.059,1,634,Yes
54,TX,bachelors,part_time,20,6418,990,5123,0.542,0.428,0.6,0.739,7,0.882,1244,1530,0.622,1354,0.137,0,604,Yes
58,WA,some_college,part_time,24,7685,560,6311,0.503,0.518,0.6,0.5,2,0.797,1357,2007,0.845,835,0.099,1,591,No
56,CA,some_college,part_time,6,7382,677,6373,0.859,0.756,0.779,0.894,8,0.532,1736,2188,0.721,611,0.243,1,630,Yes
53,TX,high_school,part_time,27,5706,577,4177,0.583,0.661,0.671,0.779,3,0.961,819,542,0.134,172,0.174,1,587,No
61,GA,graduate,part_time,8,7294,1005,5245,0.857,0.713,0.783,0.834,7,0.877,1137,1782,0.411,578,0.085,1,625,Yes
60,PA,high_school,part_time,11,6180,984,5006,0.782,0.717,0.779,0.915,1,0.898,1123,1344,0.592,1400,0.288,1,607,Yes
59,GA,graduate,part_time,8,6853,517,5937,0.553,0.555,0.6,0.5,0,0.989,1694,1310,0.54,156,0.011,1,608,No
56,NJ,high_school,part_time,12,7961,674,6256,0.551,0.681,0.605,0.666,8,0.675,2073,991,0.313,150,0.298,0,590,Yes
57,FL,graduate,full_time,52,7549,681,6919,0.829,0.73,0.785,0.903,1,0.888,2094,2131,0.705,1924,0.102,1,677,Yes
59,FL,high_school,full_time,29,7005,938,5468,0.831,0.697,0.791,0.835,0,0.566,1773,1053,0.619,1298,0.236,0,656,Yes
63,PA,high_school,full_time,68,6608,449,6057,0.777,0.728,0.745,0.789,1,0.7,1740,1204,0.183,194,0.119,1,643,Yes
59,TX,graduate,full_time,41,6624,879,5706,0.718,0.824,0.727,0.708,8,0.615,1323,1851,0.797,712,0.292,1,649,Yes
61,IN,some_college,full_time,38,7772,431,7246,0.566,0.444,0.6,0.5,1,0.849,2080,1037,0.364,1752,0.028,1,625,Yes
55,MO,graduate,full_time,62,7063,980,5624,0.751,0.69,0.708,0.761,6,0.611,1525,1738,0.328,43,0.279,1,642,Yes
54,CA,bachelors,full_time,22,6510,683,4846,0.524,0.406,0.6,0.5,1,0.599,708,516,0.379,799,0.021,1,599,No
59,MO,bachelors,full_time,59,6596,823,5995,0.77,0.66,0.667,0.812,8,0.744,1360,1751,0.835,145,0.154,0,665,Yes
55,NJ,high_school,full_time,12,6542,662,5374,0.648,0.541,0.6,0.731,7,0.586,1688,1586,0.536,401,0.195,1,604,Yes
57,MD,bachelors,full_time,57,5531,1076,4131,0.771,0.709,0.687,0.668,2,0.932,628,1057,0.25,114,0.21,0,646,Yes
52,MO,bachelors,full_time,55,8357,958,7137,0.73,0.833,0.889,0.808,4,0.863,2377,1882,0.712,624,0.144,0,640,Yes
64,VA,graduate,self_employed,9,7206,725,5600,0.654,0.776,0.698,0.783,6,0.658,1282,1200,0.33,1583,0.238,0,605,Yes
65,IN,high_school,self_employed,30,7524,418,6702,0.776,0.631,0.6,0.648,8,0.884,1040,1285,0.337,1292,0.177,1,591,Yes
56,AZ,graduate,self_employed,8,6062,753,4558,0.531,0.4,0.6,0.533,5,0.936,1342,1171,0.601,1096,0.014,1,579,Yes
61,CA,some_college,self_employed,18,8331,1050,6597,0.828,0.739,0.781,0.988,7,0.77,1194,2022,0.387,1412,0.001,1,624,Yes
64,NC,high_school,self_employed,25,6389,409,5202,0.503,0.427,0.6,0.5,8,0.655,1578,1682,0.687,32,0.032,1,589,No
53,NY,graduate,self_employed,29,6941,860,5959,0.769,0.864,0.842,0.811,5,0.805,892,1962,0.8,1154,0.002,0,652,Yes
60,IN,some_college,self_employed,46,7856,514,6281,0.668,0.598,0.689,0.855,6,0.567,1707,2117,0.422,1434,0.058,1,618,No
58,IL,bachelors,self_employed,44,8405,868,6976,0.739,0.804,0.845,0.785,4,0.967,2166,1899,0.618,732,0.256,1,640,Yes
59,FL,bachelors,self_employed,25,8485,490,7942,0.776,0.703,0.671,0.592,7,0.876,1650,1512,0.556,1647,0.292,0,624,Yes
55,MO,high_school,self_employed,40,6709,947,5058,0.797,0.887,0.901,0.677,6,0.721,1960,1410,0.776,207,0.068,0,653,No
65,MI,high_school,unemployed,2,6640,1132,4845,0.85,0.707,0.793,0.657,8,0.929,945,1677,0.841,1117,0.199,0,566,No
55,OH,graduate,unemployed,2,7444,945,5830,0.818,0.92,0.869,0.929,6,0.832,1461,914,0.042,1353,0.171,0,572,No
61,IL,some_college,unemployed,0,7548,690,7001,0.834,0.977,1.0,0.947,5,0.648,1662,1683,0.242,943,0.241,0,584,No
65,MD,high_school,unemployed,1,5512,986,4179,0.744,0.873,0.923,0.83,4,0.698,1013,904,0.491,762,0.035,0,576,No
62,WA,graduate,unemployed,0,6167,726,4852,0.553,0.42,0.6,0.659,8,0.513,1176,1595,0.712,1439,0.103,0,542,No
52,GA,graduate,unemployed,2,6910,836,5832,0.517,0.639,0.6,0.533,2,0.748,1290,1752,0.844,383,0.007,0,560,No
65,NJ,high_school,unemployed,1,7799,617,6907,0.578,0.436,0.6,0.5,7,0.854,1875,740,0.48,934,0.055,1,532,No
59,GA,some_college,unemployed,1,7989,597,7137,0.759,0.877,0.842,0.67,5,0.71,1559,2362,0.923,794,0.26,1,573,No
55,AZ,some_college,unemployed,2,7569,689,6655,0.76,0.778,0.766,0.772,8,0.864,2100,1399,0.406,1297,0.281,1,557,No
58,MI,graduate,unemployed,2,7749,780,5857,0.647,0.729,0.753,0.5,4,0.569,1654,974,0.356,260,0.254,0,561,No
53,OH,graduate,unemployed,3,8232,933,6613,0.63,0.506,0.6,0.551,8,0.697,1250,1697,0.378,1146,0.271,1,531,No
60,OH,high_school,gig,11,7325,1358,5593,0.527,0.538,0.6,0.5,7,0.937,2122,1913,0.909,1366,0.162,1,585,No
63,NJ,high_school,gig,2,6658,1557,4550,0.774,0.634,0.615,0.787,8,0.984,1203,619,0.014,428,0.079,0,553,No
56,TX,some_college,gig,12,5964,1908,3975,0.553,0.491,0.6,0.525,3,0.856,745,1009,0.593,991,0.187,1,565,No
56,AZ,graduate,gig,12,5942,1719,3925,0.823,0.908,1.0,0.757,0,0.9,1471,948,0.552,948,0.011,1,631,Yes
53,TX,bachelors,gig,4,6253,1993,4144,0.795,0.724,0.817,0.963,5,0.667,1486,1383,0.728,995,0.168,0,593,No
59,IL,high_school,gig,12,6476,1485,4248,0.564,0.679,0.6,0.67,3,0.826,1295,488,0.0,569,0.18,1,554,No
58,VA,bachelors,gig,2,8308,1845,6169,0.679,0.674,0.716,0.699,3,0.575,1130,1979,0.383,260,0.298,1,558,No
54,WI,bachelors,gig,8,7203,1999,4635,0.707,0.665,0.761,0.864,0,0.762,1282,1061,0.61,422,0.041,1,601,No
63,TN,some_college,gig,12,6871,2074,3674,0.543,0.587,0.683,0.5,2,0.63,1097,1147,0.64,712,0.169,0,576,No
57,MA,bachelors,gig,5,5615,2374,2265,0.71,0.852,0.852,0.617,6,0.646,1370,414,0.603,579,0.177,0,589,Yes
52,PA,bachelors,part_time,4,6082,2285,3390,0.775,0.638,0.6,0.648,4,0.793,1442,1040,0.667,94,0.206,1,580,Yes
56,IN,some_college,part_time,3,8186,1397,5853,0.642,0.555,0.6,0.748,0,0.662,2194,1631,0.659,338,0.299,1,572,No
58,TX,bachelors,part_time,8,7540,2175,4635,0.746,0.821,0.778,0.716,2,0.982,1403,1014,0.31,950,0.153,1,614,Yes
65,NC,graduate,part_time,25,7678,1834,5917,0.899,0.814,0.763,0.872,3,0.57,2279,1397,0.571,724,0.243,1,652,Yes
54,MO,bachelors,part_time,24,5725,1928,3593,0.57,0.606,0.6,0.721,5,0.801,1274,849,0.256,421,0.028,0,602,Yes
56,WI,some_college,part_time,4,7553,2227,4694,0.567,0.479,0.6,0.55,1,0.634,948,1379,0.486,42,0.199,1,549,No
62,NC,bachelors,part_time,25,8263,1581,6428,0.859,0.954,1.0,1.0,7,0.663,1821,1346,0.181,1719,0.033,1,656,Yes
64,NY,high_school,part_time,6,7492,1631,5183,0.552,0.449,0.6,0.675,6,0.943,1606,880,0.296,587,0.111,1,579,No
51,IN,bachelors,part_time,8,6287,1909,4181,0.785,0.675,0.653,0.629,2,0.848,1224,454,0.03,145,0.182,0,603,No
54,IN,some_college,part_time,15,7751,2098,4708,0.882,0.896,0.895,0.941,6,0.988,2222,1519,0.774,629,0.171,1,655,Yes
62,MD,high_school,full_time,24,8041,1205,6088,0.829,0.878,0.793,0.982,3,0.673,1034,1493,0.663,352,0.022,1,650,Yes
58,NY,high_school,full_time,12,5521,1290,3457,0.715,0.607,0.66,0.632,5,0.618,1380,382,0.273,735,0.115,0,611,No
64,TX,high_school,full_time,14,7330,1438,5276,0.614,0.723,0.662,0.731,7,0.912,2047,1337,0.267,249,0.271,0,630,No
51,MA,bachelors,full_time,52,7150,2254,4485,0.787,0.87,0.95,0.593,3,0.561,743,1378,0.524,314,0.207,1,653,No
54,VA,high_school,full_time,62,6018,2148,3756,0.562,0.684,0.66,0.513,6,0.804,911,1095,0.729,883,0.269,0,625,No
61,WI,graduate,full_time,65,8203,1720,6345,0.843,0.729,0.671,0.748,8,0.653,848,2116,0.869,1713,0.209,0,671,Yes
55,TN,high_school,full_time,30,7503,1399,6190,0.596,0.69,0.686,0.653,2,0.574,2021,2076,0.782,1412,0.067,0,638,Yes
54,NJ,bachelors,full_time,15,8451,1681,6431,0.518,0.47,0.6,0.5,7,0.702,1625,2249,0.999,895,0.024,1,630,Yes
60,IL,graduate,full_time,58,5853,1451,4096,0.758,0.688,0.614,0.943,3,0.813,826,718,0.45,174,0.086,1,650,Yes
52,IN,bachelors,full_time,26,6810,1911,4086,0.519,0.4,0.6,0.694,7,0.886,1308,509,0.363,224,0.153,0,614,No
61,NC,bachelors,full_time,22,7701,1775,4915,0.655,0.785,0.82,0.675,1,0.834,1741,599,0.248,1464,0.296,0,642,Yes
60,NC,graduate,full_time,14,6424,1529,4609,0.896,0.882,0.821,0.835,7,0.625,1722,1022,0.166,96,0.127,1,663,Yes
58,MD,graduate,self_employed,49,5839,1576,3176,0.593,0.631,0.651,0.639,6,0.583,1340,689,0.385,793,0.277,0,609,Yes
62,IN,high_school,self_employed,9,5590,1815,3690,0.673,0.77,0.696,0.756,5,0.692,1524,461,0.442,382,0.165,1,594,No
56,GA,bachelors,self_employed,12,7558,2082,5353,0.644,0.737,0.833,0.645,7,0.661,2250,1460,0.364,536,0.173,1,598,Yes
60,FL,graduate,self_employed,14,5886,2256,3084,0.764,0.71,0.743,0.633,6,0.609,1649,816,0.709,391,0.281,0,632,No
64,NJ,some_college,self_employed,44,7825,2374,4560,0.81,0.818,0.792,1.0,0,0.599,2086,1065,0.566,1130,0.233,0,651,No
62,NY,high_school,self_employed,32,6687,2463,3583,0.703,0.657,0.755,0.841,8,0.957,989,434,0.308,381,0.132,1,598,No
58,NY,bachelors,self_employed,4,7572,1629,5191,0.699,0.799,0.718,0.589,8,0.539,1600,1020,0.377,1005,0.136,0,586,Yes
51,TX,graduate,self_employed,4,7512,1648,5005,0.699,0.645,0.6,0.85,7,0.813,850,840,0.353,36,0.238,0,571,No
54,NC,high_school,self_employed,44,5741,1545,4172,0.83,0.856,0.827,0.853,0,0.54,1408,1353,0.849,1168,0.048,1,641,Yes
52,TN,graduate,self_employed,23,7876,1507,6074,0.876,0.806,0.882,0.846,7,0.855,2284,1096,0.106,1497,0.276,1,625,Yes
52,OH,some_college,self_employed,48,7029,2316,3876,0.865,0.998,1.0,0.712,7,0.942,2010,997,0.569,596,0.155,0,657,Yes
61,GA,some_college,self_employed,28,7994,1230,6035,0.877,0.994,0.908,0.839,6,0.561,1551,1561,0.685,775,0.163,1,645,Yes
52,MA,some_college,unemployed,2,7077,2375,4319,0.848,0.9,0.947,0.984,6,0.848,1241,924,0.671,607,0.278,0,582,No
61,TN,graduate,unemployed,3,6809,2429,3177,0.673,0.588,0.634,0.567,0,0.951,1114,899,0.513,136,0.058,1,544,No
60,MI,graduate,unemployed,2,6478,1771,4272,0.776,0.904,0.913,0.681,7,0.781,1171,788,0.1,503,0.193,0,571,No
62,MA,high_school,unemployed,0,6972,1518,4684,0.898,1.0,1.0,1.0,3,0.609,1587,1070,0.42,1147,0.175,1,583,No
63,NJ,bachelors,unemployed,0,8269,1520,5945,0.811,0.922,0.968,0.944,3,0.528,1691,914,0.496,65,0.132,1,589,Yes
63,PA,graduate,unemployed,0,8475,1220,6824,0.575,0.624,0.694,0.631,4,0.612,1367,1748,0.55,1007,0.093,1,542,No
55,FL,graduate,unemployed,0,7716,2013,5141,0.545,0.527,0.6,0.733,8,0.816,2050,998,0.242,865,0.112,0,550,No
57,MA,graduate,unemployed,3,6078,2492,2665,0.571,0.425,0.6,0.551,8,0.832,676,859,0.493,103,0.112,0,543,Yes
64,FL,graduate,unemployed,0,8038,1356,6373,0.686,0.538,0.625,0.546,2,0.858,876,1927,0.851,1774,0.182,0,562,No
52,NY,graduate,unemployed,0,7774,2393,4756,0.625,0.533,0.6,0.537,1,0.934,1763,1038,0.314,988,0.27,1,538,No
56,TX,bachelors,unemployed,3,6991,1814,5104,0.823,0.728,0.645,0.785,3,0.967,1174,1259,0.443,617,0.224,0,562,No
54,IN,some_college,unemployed,0,7064,1609,4686,0.665,0.607,0.6,0.63,0,0.527,2030,775,0.226,649,0.254,0,535,No
58,WI,graduate,gig,5,5580,2790,2096,0.671,0.763,0.853,0.69,8,0.813,1475,318,0.043,350,0.045,0,575,Yes
63,OH,bachelors,gig,4,7891,2765,5093,0.638,0.496,0.6,0.678,4,0.598,1343,1473,0.779,567,0.012,1,559,No
55,FL,bachelors,gig,5,8109,4054,2976,0.812,0.723,0.822,1.0,0,0.517,1813,731,0.711,439,0.23,0,600,No
59,WI,high_school,gig,3,6586,3293,3093,0.724,0.747,0.782,0.788,0,0.681,1883,382,0.177,216,0.072,1,565,No
63,MD,bachelors,gig,10,7101,3020,3254,0.899,0.789,0.831,0.996,5,0.745,1825,415,0.372,933,0.182,0,632,Yes
63,AZ,high_school,gig,2,6367,2510,2728,0.569,0.491,0.6,0.567,8,0.606,1812,719,0.33,372,0.035,0,550,No
61,CA,graduate,gig,4,8429,4214,3901,0.697,0.79,0.739,0.641,2,0.806,2386,535,0.112,668,0.17,0,580,Yes
56,IL,graduate,gig,12,6512,3256,2821,0.785,0.798,0.884,0.596,2,0.859,1929,774,0.629,789,0.082,0,634,Yes
55,AZ,high_school,gig,10,7328,3664,2590,0.72,0.73,0.705,0.716,1,0.768,921,443,0.371,99,0.12,0,595,No
57,GA,graduate,gig,12,8131,3666,4470,0.557,0.622,0.6,0.5,2,0.979,1223,1403,0.448,1139,0.218,0,579,No
52,IN,some_college,gig,5,6702,3351,2383,0.811,0.944,0.906,0.719,7,0.674,680,392,0.199,92,0.133,0,582,No
60,NJ,graduate,part_time,21,6726,2637,3801,0.573,0.528,0.6,0.753,3,0.816,1033,1174,0.716,475,0.083,0,625,Yes
65,TN,graduate,part_time,25,5521,2760,1695,0.627,0.72,0.689,0.5,8,0.892,1373,452,0.251,219,0.127,1,610,Yes
53,OH,bachelors,part_time,19,6266,2607,3097,0.764,0.748,0.718,0.912,4,0.774,1223,527,0.191,132,0.129,1,617,No
61,AZ,bachelors,part_time,8,6473,2523,3552,0.72,0.788,0.791,0.588,0,0.754,674,776,0.438,8,0.178,0,617,Yes
64,FL,some_college,part_time,27,6029,3014,2820,0.502,0.563,0.6,0.534,2,0.598,1019,464,0.369,216,0.015,1,581,No
60,TX,bachelors,part_time,19,5546,2773,2075,0.509,0.598,0.656,0.669,7,0.799,1580,278,0.185,474,0.172,0,610,No
63,IL,some_college,part_time,27,8008,3526,4460,0.672,0.533,0.6,0.686,2,0.65,1683,1400,0.609,1314,0.01,0,618,No
63,MO,graduate,part_time,13,6921,2701,4025,0.631,0.569,0.6,0.5,8,0.945,1470,991,0.686,331,0.287,0,607,Yes
63,WA,graduate,part_time,4,6265,3074,2502,0.885,0.741,0.84,0.779,7,0.983,989,425,0.106,452,0.033,0,604,No
65,TN,some_college,part_time,7,7551,3775,3827,0.55,0.504,0.6,0.745,1,0.573,1664,790,0.281,417,0.081,1,591,No
62,TN,graduate,part_time,17,7308,3654,3594,0.53,0.473,0.6,0.598,5,0.837,2080,893,0.736,993,0.025,1,612,No
51,NY,high_school,full_time,52,7415,2861,4277,0.593,0.499,0.6,0.694,3,0.951,1666,550,0.517,367,0.061,0,635,Yes
56,AZ,graduate,full_time,23,7683,3841,3546,0.599,0.728,0.828,0.737,3,0.771,855,452,0.161,298,0.257,1,620,No
63,WI,bachelors,full_time,24,7548,3774,3665,0.784,0.668,0.653,0.695,6,0.663,1631,474,0.082,806,0.196,0,633,Yes
63,CA,high_school,full_time,29,7345,3580,3917,0.78,0.8,0.754,0.734,1,0.913,741,793,0.438,371,0.082,1,631,Yes
65,IN,high_school,full_time,39,7828,3787,3875,0.743,0.79,0.759,0.703,7,0.75,1822,1219,0.368,921,0.179,1,646,Yes
63,VA,bachelors,full_time,50,5667,2833,1954,0.741,0.668,0.651,0.701,4,0.809,622,218,0.45,34,0.287,1,630,Yes
60,OH,some_college,full_time,12,7694,3384,3836,0.534,0.525,0.6,0.596,6,0.644,1942,1185,0.461,98,0.134,0,613,No
51,WA,high_school,full_time,57,7613,2972,4286,0.679,0.546,0.6,0.61,6,0.685,788,1290,0.498,332,0.249,1,612,No
55,VA,bachelors,full_time,40,7872,3612,3455,0.785,0.694,0.707,0.687,8,0.682,2113,720,0.557,680,0.077,0,664,Yes
59,IN,graduate,full_time,14,5934,2967,2740,0.719,0.789,0.809,0.771,8,0.937,1772,756,0.655,180,0.018,0,672,Yes
61,AZ,graduate,self_employed,30,7651,2994,4115,0.551,0.691,0.679,0.5,5,0.959,1597,498,0.387,238,0.05,0,615,No
52,IN,graduate,self_employed,26,7734,2620,4543,0.844,0.787,0.848,0.887,7,0.717,1856,1557,0.422,1348,0.283,1,629,Yes
56,NJ,some_college,self_employed,43,7535,2878,3707,0.603,0.715,0.786,0.5,7,0.784,2227,697,0.433,130,0.076,1,609,No
64,MD,high_school,self_employed,43,8200,3583,3928,0.883,0.833,0.843,0.865,6,0.585,2039,760,0.584,862,0.105,1,642,Yes
63,MA,high_school,self_employed,24,6389,3194,2581,0.86,0.827,0.923,0.853,5,0.851,1721,673,0.331,246,0.031,1,630,No
51,FL,high_school,self_employed,10,7156,3578,3633,0.899,0.832,0.742,0.927,7,0.719,1050,566,0.037,863,0.22,1,592,Yes
58,IL,graduate,self_employed,25,5990,2995,2427,0.583,0.705,0.688,0.585,2,0.952,600,522,0.508,458,0.052,1,603,No
54,OH,high_school,self_employed,45,6020,3010,3015,0.634,0.722,0.665,0.744,7,0.96,1664,363,0.533,861,0.165,0,624,Yes
61,NJ,some_college,self_employed,11,5735,2711,2562,0.845,0.9,0.844,0.949,6,0.736,927,756,0.347,735,0.239,0,618,No
55,NJ,some_college,self_employed,13,8355,4177,3812,0.84,0.743,0.701,0.684,7,0.67,1982,1121,0.444,484,0.071,0,623,No
62,VA,bachelors,self_employed,39,7904,3952,3575,0.88,0.871,0.857,0.966,6,0.597,1757,999,0.384,271,0.048,1,649,Yes
51,TX,some_college,unemployed,1,5891,2945,2248,0.833,0.93,0.851,1.0,7,0.631,1546,603,0.775,376,0.03,1,590,No
55,MD,graduate,unemployed,2,5562,2781,2042,0.785,0.813,0.789,0.666,5,0.815,1538,661,0.79,595,0.227,0,590,No
52,PA,high_school,unemployed,1,5919,2959,2591,0.517,0.459,0.6,0.5,7,0.846,736,893,0.656,389,0.103,0,531,No
65,IL,bachelors,unemployed,2,6034,3017,1950,0.552,0.692,0.763,0.718,6,0.996,978,676,0.791,197,0.221,1,551,No
60,TX,some_college,unemployed,2,8040,4020,3607,0.526,0.471,0.6,0.5,0,0.919,2369,1200,0.713,113,0.127,1,540,No
62,TN,high_school,unemployed,2,8360,2977,4508,0.868,0.969,0.878,0.742,0,0.539,1860,580,0.531,537,0.118,1,575,No
55,AZ,graduate,unemployed,1,7897,3894,3040,0.714,0.684,0.676,0.844,0,0.6,2119,576,0.362,648,0.054,1,561,No
62,NJ,some_college,unemployed,2,7959,2533,4993,0.816,0.72,0.762,0.801,8,0.772,2274,1113,0.744,1225,0.245,1,569,No
56,WI,bachelors,unemployed,2,6777,3373,2864,0.882,0.898,0.85,0.915,6,0.618,776,911,0.799,350,0.205,1,588,No
64,NY,graduate,unemployed,2,5769,2812,2338,0.791,0.72,0.735,0.702,1,0.779,744,358,0.435,695,0.081,1,565,No
61,IN,bachelors,unemployed,2,6737,3368,2660,0.642,0.691,0.709,0.5,5,0.54,1027,344,0.18,143,0.186,1,530,No
52,NC,high_school,gig,12,10297,607,8951,0.744,0.754,0.707,0.913,4,0.832,1583,3057,0.51,1231,0.105,0,608,No
53,OH,high_school,gig,9,11244,1141,10236,0.827,0.928,0.964,0.637,6,0.897,2646,3737,0.561,1932,0.186,0,625,No
60,WA,bachelors,gig,3,14437,618,12980,0.874,0.772,0.71,0.881,3,0.782,4752,2230,0.439,1311,0.175,0,600,No
64,NJ,some_college,gig,2,9186,922,7362,0.655,0.576,0.6,0.561,8,0.819,1887,1124,0.028,1043,0.036,0,550,No
59,IL,graduate,gig,5,11233,804,10275,0.679,0.809,0.901,0.586,2,0.837,3862,1996,0.227,1035,0.248,0,585,No
64,MD,bachelors,gig,2,11374,485,10225,0.891,0.844,0.904,0.741,4,0.63,3553,2157,0.279,664,0.085,0,606,No
52,MO,bachelors,gig,12,13555,1103,12680,0.69,0.564,0.663,0.551,5,0.938,2524,3657,0.589,1459,0.07,0,606,Yes
53,MI,some_college,gig,9,14334,440,13175,1.0,1.0,1.0,0.866,7,0.523,4653,4668,0.651,1086,0.06,0,647,No
58,CA,high_school,gig,10,10871,461,9717,0.889,1.0,1.0,0.697,3,0.664,3675,2867,0.536,748,0.2,0,635,No
52,OH,bachelors,gig,7,10280,772,8839,0.671,0.569,0.6,0.59,3,0.716,1949,2275,0.348,126,0.128,0,596,No
61,IL,some_college,gig,4,9207,674,8498,0.698,0.734,0.698,0.563,5,0.976,2887,2323,0.258,1763,0.104,0,575,No
62,VA,bachelors,part_time,20,13815,1197,12444,0.777,0.673,0.603,0.778,5,0.507,5066,4406,0.845,110,0.139,0,646,Yes
60,MO,some_college,part_time,26,10132,993,8920,0.904,0.921,0.975,0.776,6,0.753,2604,1556,0.289,1389,0.102,0,649,Yes
55,NJ,high_school,part_time,17,14515,600,12885,0.72,0.633,0.622,0.775,4,0.934,4591,3324,0.689,1986,0.07,0,629,Yes
55,NY,high_school,part_time,22,14279,542,12734,1.0,1.0,1.0,1.0,2,0.825,2833,4413,0.925,906,0.171,0,639,Yes
59,NC,high_school,part_time,23,12699,485,11948,0.853,0.879,0.883,0.671,0,0.871,4331,2301,0.58,1138,0.227,0,647,Yes
55,CA,bachelors,part_time,8,12591,506,11329,0.922,1.0,1.0,0.775,7,0.907,3964,4098,0.47,1429,0.282,0,653,Yes
61,TX,high_school,part_time,18,10134,867,8868,0.809,0.816,0.833,0.919,7,0.923,3013,1839,0.583,1416,0.293,0,640,Yes
55,IN,some_college,part_time,17,9339,721,8031,0.771,0.761,0.736,0.793,7,0.639,2179,1690,0.388,1879,0.122,0,639,Yes
54,WA,high_school,part_time,6,14102,853,12529,0.769,0.738,0.819,0.741,6,0.903,3063,4419,1.0,283,0.093,0,638,Yes
58,AZ,bachelors,part_time,9,12986,567,11688,0.905,0.837,0.848,0.983,5,0.544,2021,1992,0.14,1892,0.241,0,638,Yes
60,NC,high_school,part_time,21,13963,1191,11986,0.681,0.556,0.6,0.655,1,0.823,4580,3198,0.654,190,0.299,0,614,Yes
64,IN,some_college,part_time,26,10745,532,9600,0.673,0.744,0.838,0.672,5,0.902,2791,2070,0.599,1535,0.003,0,645,Yes
59,NC,graduate,full_time,49,13773,771,12174,0.943,0.916,0.991,1.0,5,0.637,4052,3892,0.376,352,0.116,0,650,No
57,CA,some_college,full_time,12,11823,846,10162,0.844,0.903,0.891,0.847,2,0.566,3706,2122,0.187,1908,0.157,0,642,Yes
62,NC,bachelors,full_time,58,10472,613,9686,0.79,0.815,0.914,0.87,0,0.774,2800,3036,0.74,1954,0.154,0,663,Yes
51,NC,bachelors,full_time,46,9633,970,8031,0.651,0.778,0.801,0.5,3,0.71,1521,1964,0.771,1469,0.272,0,664,Yes
65,NC,high_school,full_time,25,10902,868,9220,0.765,0.712,0.792,0.664,7,0.816,1817,3443,0.458,1555,0.129,0,647,Yes
51,IL,high_school,full_time,27,14095,416,13201,0.888,0.899,0.799,0.747,7,0.865,3707,4045,0.566,1293,0.094,0,662,Yes
52,WA,high_school,full_time,37,9546,926,8432,0.899,0.811,0.81,0.821,8,0.91,3039,3172,0.883,306,0.068,0,649,Yes
